time,S,C,ε,γ,κ,β,θ,K
455.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
462.0,1836.7423,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
469.0,1836.7421,163.25737,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
476.0,1836.7424,163.25735,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
483.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
490.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
497.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
504.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
511.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
518.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
525.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
532.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
539.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
546.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
553.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
560.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
567.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
574.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
581.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
588.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
595.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
602.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
609.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
616.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
623.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
630.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
637.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
644.0,1836.7426,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
651.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
658.0,1836.7426,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
665.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
672.0,1836.7426,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
679.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
686.0,1836.7426,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
693.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
700.0,1836.7426,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
707.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
714.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
721.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
728.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
735.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
742.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
749.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
756.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
763.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
770.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
777.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
784.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
791.0,1836.7424,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
798.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
805.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
812.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
819.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
826.0,1836.7426,163.2574,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
833.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
840.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
847.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
854.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
861.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
868.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
875.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
882.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
889.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
896.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
903.0,1836.7424,163.25739,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
910.0,1836.7424,163.25742,0.0040578316,0.05,0.071428575,0.1,0.001,0.2
0.0,1967.0,33.0,1e-04,0.05,0.071428575,0.1,0.001,0.5
7.0,1880.8871,119.11245,0.00051743304,0.05,0.071428575,0.1,0.001,0.5
14.0,1863.4277,136.57397,0.00094988843,0.05,0.071428575,0.1,0.001,0.5
21.0,1858.4073,141.59232,0.0012513156,0.05,0.071428575,0.1,0.001,0.5
28.0,1856.1841,143.81596,0.0014477662,0.05,0.071428575,0.1,0.001,0.5
35.0,1854.9205,145.0787,0.0015738242,0.05,0.071428575,0.1,0.001,0.5
42.0,1854.1406,145.8592,0.0016543947,0.05,0.071428575,0.1,0.001,0.5
49.0,1853.6467,146.35292,0.0017058391,0.05,0.071428575,0.1,0.001,0.5
56.0,1853.3331,146.6671,0.0017386754,0.05,0.071428575,0.1,0.001,0.5
63.0,1853.1323,146.86755,0.0017596325,0.05,0.071428575,0.1,0.001,0.5
70.0,1853.0039,146.99521,0.001773007,0.05,0.071428575,0.1,0.001,0.5
77.0,1852.923,147.0769,0.0017815419,0.05,0.071428575,0.1,0.001,0.5
84.0,1852.8711,147.12892,0.0017869887,0.05,0.071428575,0.1,0.001,0.5
91.0,1852.8378,147.1621,0.0017904649,0.05,0.071428575,0.1,0.001,0.5
98.0,1852.8167,147.18332,0.0017926822,0.05,0.071428575,0.1,0.001,0.5
105.0,1852.8027,147.19682,0.0017940981,0.05,0.071428575,0.1,0.001,0.5
112.0,1852.7943,147.20544,0.0017950009,0.05,0.071428575,0.1,0.001,0.5
119.0,1852.7899,147.21095,0.001795577,0.05,0.071428575,0.1,0.001,0.5
126.0,1852.7854,147.21446,0.0017959449,0.05,0.071428575,0.1,0.001,0.5
133.0,1852.7831,147.21672,0.0017961801,0.05,0.071428575,0.1,0.001,0.5
140.0,1852.7816,147.21814,0.0017963295,0.05,0.071428575,0.1,0.001,0.5
147.0,1852.78,147.21896,0.0017964247,0.05,0.071428575,0.1,0.001,0.5
154.0,1852.7802,147.21964,0.0017964861,0.05,0.071428575,0.1,0.001,0.5
161.0,1852.7799,147.22002,0.0017965249,0.05,0.071428575,0.1,0.001,0.5
168.0,1852.7811,147.22028,0.0017965491,0.05,0.071428575,0.1,0.001,0.5
175.0,1852.7794,147.22035,0.0017965658,0.05,0.071428575,0.1,0.001,0.5
182.0,1852.7797,147.22049,0.0017965757,0.05,0.071428575,0.1,0.001,0.5
189.0,1852.7792,147.22046,0.0017965827,0.05,0.071428575,0.1,0.001,0.5
196.0,1852.7793,147.22057,0.0017965862,0.05,0.071428575,0.1,0.001,0.5
203.0,1852.7793,147.2206,0.0017965884,0.05,0.071428575,0.1,0.001,0.5
210.0,1852.7793,147.22063,0.0017965907,0.05,0.071428575,0.1,0.001,0.5
217.0,1852.7793,147.22072,0.0017965912,0.05,0.071428575,0.1,0.001,0.5
224.0,1852.7793,147.22066,0.0017965918,0.05,0.071428575,0.1,0.001,0.5
231.0,1852.7793,147.22064,0.0017965933,0.05,0.071428575,0.1,0.001,0.5
238.0,1852.7793,147.22066,0.0017965931,0.05,0.071428575,0.1,0.001,0.5
245.0,1852.7793,147.22066,0.0017965933,0.05,0.071428575,0.1,0.001,0.5
252.0,1852.7793,147.22066,0.0017965935,0.05,0.071428575,0.1,0.001,0.5
259.0,1852.7792,147.22066,0.0017965932,0.05,0.071428575,0.1,0.001,0.5
266.0,1852.7794,147.22066,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
273.0,1852.7793,147.22061,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
280.0,1852.7793,147.22067,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
287.0,1852.7793,147.22067,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
294.0,1852.7793,147.22066,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
301.0,1852.7793,147.22066,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
308.0,1852.7793,147.22066,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
315.0,1852.7793,147.22066,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
322.0,1852.7798,147.22058,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
329.0,1852.7793,147.22063,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
336.0,1852.7792,147.22066,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
343.0,1852.7793,147.22066,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
350.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
357.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
364.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
371.0,1852.7793,147.22067,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
378.0,1852.7793,147.22067,0.0017965934,0.05,0.071428575,0.1,0.001,0.5
385.0,1852.7793,147.22067,0.0017965928,0.05,0.071428575,0.1,0.001,0.5
392.0,1852.7793,147.22067,0.0017965918,0.05,0.071428575,0.1,0.001,0.5
399.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
406.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
413.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
420.0,1852.7793,147.22067,0.0017965935,0.05,0.071428575,0.1,0.001,0.5
427.0,1852.7793,147.22067,0.001796593,0.05,0.071428575,0.1,0.001,0.5
434.0,1852.7793,147.22067,0.0017965921,0.05,0.071428575,0.1,0.001,0.5
441.0,1852.7793,147.22064,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
448.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
455.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
462.0,1852.7793,147.22067,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
469.0,1852.7793,147.22067,0.0017965932,0.05,0.071428575,0.1,0.001,0.5
476.0,1852.7793,147.22067,0.0017965925,0.05,0.071428575,0.1,0.001,0.5
483.0,1852.7793,147.22064,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
490.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
497.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
504.0,1852.7793,147.22067,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
511.0,1852.7793,147.22067,0.0017965933,0.05,0.071428575,0.1,0.001,0.5
518.0,1852.7793,147.22067,0.0017965927,0.05,0.071428575,0.1,0.001,0.5
525.0,1852.7793,147.22064,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
532.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
539.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
546.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
553.0,1852.7793,147.22067,0.0017965934,0.05,0.071428575,0.1,0.001,0.5
560.0,1852.7793,147.22067,0.001796593,0.05,0.071428575,0.1,0.001,0.5
567.0,1852.7793,147.22067,0.001796592,0.05,0.071428575,0.1,0.001,0.5
574.0,1852.7793,147.22064,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
581.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
588.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
595.0,1852.7793,147.22067,0.0017965935,0.05,0.071428575,0.1,0.001,0.5
602.0,1852.7793,147.22067,0.0017965931,0.05,0.071428575,0.1,0.001,0.5
609.0,1852.7793,147.22067,0.0017965924,0.05,0.071428575,0.1,0.001,0.5
616.0,1852.7793,147.22064,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
623.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
630.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
637.0,1852.7793,147.22067,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
644.0,1852.7793,147.22067,0.0017965933,0.05,0.071428575,0.1,0.001,0.5
651.0,1852.7793,147.22067,0.0017965926,0.05,0.071428575,0.1,0.001,0.5
658.0,1852.7793,147.22064,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
665.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
672.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
679.0,1852.7793,147.22067,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
686.0,1852.7793,147.22067,0.0017965934,0.05,0.071428575,0.1,0.001,0.5
693.0,1852.7793,147.22067,0.0017965928,0.05,0.071428575,0.1,0.001,0.5
700.0,1852.7793,147.22067,0.0017965919,0.05,0.071428575,0.1,0.001,0.5
707.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
714.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
721.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
728.0,1852.7793,147.22067,0.0017965935,0.05,0.071428575,0.1,0.001,0.5
735.0,1852.7793,147.22067,0.0017965931,0.05,0.071428575,0.1,0.001,0.5
742.0,1852.7793,147.22067,0.0017965923,0.05,0.071428575,0.1,0.001,0.5
749.0,1852.7793,147.22064,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
756.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
763.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
770.0,1852.7793,147.22067,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
777.0,1852.7793,147.22067,0.0017965932,0.05,0.071428575,0.1,0.001,0.5
784.0,1852.7793,147.22067,0.0017965925,0.05,0.071428575,0.1,0.001,0.5
791.0,1852.7793,147.22064,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
798.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
805.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
812.0,1852.7793,147.22067,0.0017965937,0.05,0.071428575,0.1,0.001,0.5
819.0,1852.7793,147.22067,0.0017965934,0.05,0.071428575,0.1,0.001,0.5
826.0,1852.7793,147.22067,0.0017965927,0.05,0.071428575,0.1,0.001,0.5
833.0,1852.7793,147.22064,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
840.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
847.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
854.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
861.0,1852.7793,147.22067,0.0017965935,0.05,0.071428575,0.1,0.001,0.5
868.0,1852.7793,147.22067,0.001796593,0.05,0.071428575,0.1,0.001,0.5
875.0,1852.7793,147.22067,0.0017965921,0.05,0.071428575,0.1,0.001,0.5
882.0,1852.7793,147.22064,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
889.0,1852.7793,147.22066,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
896.0,1852.7793,147.22067,0.0017965938,0.05,0.071428575,0.1,0.001,0.5
903.0,1852.7793,147.22067,0.0017965935,0.05,0.071428575,0.1,0.001,0.5
910.0,1852.7793,147.22055,0.0017965933,0.05,0.071428575,0.1,0.001,0.5
0.0,1967.0,33.0,1e-04,0.05,0.011111111,0.01,1e-04,0.2
7.0,1905.3743,94.625725,0.00019819167,0.05,0.011111111,0.01,1e-04,0.2
14.0,1898.7689,101.23115,0.00031699685,0.05,0.011111111,0.01,1e-04,0.2
21.0,1897.5332,102.466675,0.00043007618,0.05,0.011111111,0.01,1e-04,0.2
28.0,1896.8578,103.14182,0.0005356112,0.05,0.011111111,0.01,1e-04,0.2
35.0,1896.2755,103.72428,0.0006339082,0.05,0.011111111,0.01,1e-04,0.2
42.0,1895.738,104.26191,0.0007254427,0.05,0.011111111,0.01,1e-04,0.2
49.0,1895.2378,104.761826,0.0008106769,0.05,0.011111111,0.01,1e-04,0.2
56.0,1894.7736,105.227135,0.000890043,0.05,0.011111111,0.01,1e-04,0.2
63.0,1894.3398,105.659966,0.00096394285,0.05,0.011111111,0.01,1e-04,0.2
70.0,1893.9357,106.06295,0.0010327526,0.05,0.011111111,0.01,1e-04,0.2
77.0,1893.5619,106.43793,0.001096823,0.05,0.011111111,0.01,1e-04,0.2
84.0,1893.2145,106.78693,0.001156478,0.05,0.011111111,0.01,1e-04,0.2
91.0,1892.8882,107.11183,0.0012120231,0.05,0.011111111,0.01,1e-04,0.2
98.0,1892.5857,107.41421,0.0012637397,0.05,0.011111111,0.01,1e-04,0.2
105.0,1892.3042,107.695656,0.0013118914,0.05,0.011111111,0.01,1e-04,0.2
112.0,1892.0424,107.9576,0.0013567234,0.05,0.011111111,0.01,1e-04,0.2
119.0,1891.7982,108.20163,0.0013984661,0.05,0.011111111,0.01,1e-04,0.2
126.0,1891.5729,108.4283,0.0014373267,0.05,0.011111111,0.01,1e-04,0.2
133.0,1891.3604,108.63963,0.0014735105,0.05,0.011111111,0.01,1e-04,0.2
140.0,1891.1627,108.83628,0.0015071987,0.05,0.011111111,0.01,1e-04,0.2
147.0,1890.9792,109.0193,0.0015385646,0.05,0.011111111,0.01,1e-04,0.2
154.0,1890.8099,109.189705,0.001567763,0.05,0.011111111,0.01,1e-04,0.2
161.0,1890.6509,109.34827,0.0015949486,0.05,0.011111111,0.01,1e-04,0.2
168.0,1890.504,109.495926,0.0016202604,0.05,0.011111111,0.01,1e-04,0.2
175.0,1890.3662,109.63333,0.0016438264,0.05,0.011111111,0.01,1e-04,0.2
182.0,1890.2388,109.76127,0.0016657638,0.05,0.011111111,0.01,1e-04,0.2
189.0,1890.1187,109.880325,0.0016861877,0.05,0.011111111,0.01,1e-04,0.2
196.0,1890.0088,109.99122,0.0017052046,0.05,0.011111111,0.01,1e-04,0.2
203.0,1889.9042,110.094376,0.0017229078,0.05,0.011111111,0.01,1e-04,0.2
210.0,1889.8093,110.190445,0.0017393897,0.05,0.011111111,0.01,1e-04,0.2
217.0,1889.7222,110.279884,0.0017547349,0.05,0.011111111,0.01,1e-04,0.2
224.0,1889.637,110.363106,0.0017690193,0.05,0.011111111,0.01,1e-04,0.2
231.0,1889.5597,110.440575,0.0017823193,0.05,0.011111111,0.01,1e-04,0.2
238.0,1889.4866,110.5126,0.0017946998,0.05,0.011111111,0.01,1e-04,0.2
245.0,1889.42,110.57988,0.001806227,0.05,0.011111111,0.01,1e-04,0.2
252.0,1889.3573,110.64239,0.0018169581,0.05,0.011111111,0.01,1e-04,0.2
259.0,1889.2992,110.70058,0.0018269491,0.05,0.011111111,0.01,1e-04,0.2
266.0,1889.2452,110.754745,0.0018362502,0.05,0.011111111,0.01,1e-04,0.2
273.0,1889.1941,110.80512,0.0018449094,0.05,0.011111111,0.01,1e-04,0.2
280.0,1889.1476,110.85211,0.0018529701,0.05,0.011111111,0.01,1e-04,0.2
287.0,1889.104,110.89582,0.0018604746,0.05,0.011111111,0.01,1e-04,0.2
294.0,1889.0653,110.936516,0.0018674587,0.05,0.011111111,0.01,1e-04,0.2
301.0,1889.0253,110.97438,0.001873965,0.05,0.011111111,0.01,1e-04,0.2
308.0,1888.9891,111.00966,0.0018800193,0.05,0.011111111,0.01,1e-04,0.2
315.0,1888.9576,111.04245,0.0018856581,0.05,0.011111111,0.01,1e-04,0.2
322.0,1888.9255,111.073006,0.001890906,0.05,0.011111111,0.01,1e-04,0.2
329.0,1888.8982,111.10146,0.0018957921,0.05,0.011111111,0.01,1e-04,0.2
336.0,1888.8718,111.12794,0.0019003403,0.05,0.011111111,0.01,1e-04,0.2
343.0,1888.8483,111.15261,0.0019045742,0.05,0.011111111,0.01,1e-04,0.2
350.0,1888.824,111.17555,0.0019085172,0.05,0.011111111,0.01,1e-04,0.2
357.0,1888.803,111.196915,0.0019121871,0.05,0.011111111,0.01,1e-04,0.2
364.0,1888.783,111.216774,0.0019156036,0.05,0.011111111,0.01,1e-04,0.2
371.0,1888.7611,111.235176,0.0019187843,0.05,0.011111111,0.01,1e-04,0.2
378.0,1888.7474,111.25254,0.0019217456,0.05,0.011111111,0.01,1e-04,0.2
385.0,1888.7313,111.26861,0.0019245032,0.05,0.011111111,0.01,1e-04,0.2
392.0,1888.7163,111.28355,0.0019270681,0.05,0.011111111,0.01,1e-04,0.2
399.0,1888.7025,111.29743,0.001929457,0.05,0.011111111,0.01,1e-04,0.2
406.0,1888.6907,111.31033,0.0019316791,0.05,0.011111111,0.01,1e-04,0.2
413.0,1888.677,111.322365,0.0019337515,0.05,0.011111111,0.01,1e-04,0.2
420.0,1888.6663,111.33365,0.0019356792,0.05,0.011111111,0.01,1e-04,0.2
427.0,1888.6561,111.34408,0.0019374724,0.05,0.011111111,0.01,1e-04,0.2
434.0,1888.6462,111.35381,0.0019391446,0.05,0.011111111,0.01,1e-04,0.2
441.0,1888.637,111.36296,0.0019407007,0.05,0.011111111,0.01,1e-04,0.2
448.0,1888.6285,111.37129,0.0019421476,0.05,0.011111111,0.01,1e-04,0.2
455.0,1888.6166,111.37914,0.0019434959,0.05,0.011111111,0.01,1e-04,0.2
462.0,1888.6138,111.386536,0.0019447501,0.05,0.011111111,0.01,1e-04,0.2
469.0,1888.6064,111.39324,0.0019459189,0.05,0.011111111,0.01,1e-04,0.2
476.0,1888.6001,111.39972,0.0019470054,0.05,0.011111111,0.01,1e-04,0.2
483.0,1888.5945,111.40547,0.0019480188,0.05,0.011111111,0.01,1e-04,0.2
490.0,1888.5886,111.41095,0.0019489608,0.05,0.011111111,0.01,1e-04,0.2
497.0,1888.5836,111.415985,0.0019498388,0.05,0.011111111,0.01,1e-04,0.2
504.0,1888.5792,111.42082,0.0019506554,0.05,0.011111111,0.01,1e-04,0.2
511.0,1888.5746,111.425224,0.0019514158,0.05,0.011111111,0.01,1e-04,0.2
518.0,1888.5703,111.429375,0.0019521238,0.05,0.011111111,0.01,1e-04,0.2
525.0,1888.5668,111.4332,0.0019527831,0.05,0.011111111,0.01,1e-04,0.2
532.0,1888.563,111.43679,0.0019533944,0.05,0.011111111,0.01,1e-04,0.2
539.0,1888.5598,111.44009,0.0019539676,0.05,0.011111111,0.01,1e-04,0.2
546.0,1888.5576,111.44316,0.0019544992,0.05,0.011111111,0.01,1e-04,0.2
553.0,1888.5537,111.44606,0.0019549946,0.05,0.011111111,0.01,1e-04,0.2
560.0,1888.551,111.44878,0.0019554547,0.05,0.011111111,0.01,1e-04,0.2
567.0,1888.5459,111.451454,0.0019558826,0.05,0.011111111,0.01,1e-04,0.2
574.0,1888.5464,111.45357,0.0019562843,0.05,0.011111111,0.01,1e-04,0.2
581.0,1888.5441,111.45569,0.0019566533,0.05,0.011111111,0.01,1e-04,0.2
588.0,1888.5422,111.45773,0.0019570023,0.05,0.011111111,0.01,1e-04,0.2
595.0,1888.5402,111.45962,0.0019573246,0.05,0.011111111,0.01,1e-04,0.2
602.0,1888.5385,111.46136,0.0019576252,0.05,0.011111111,0.01,1e-04,0.2
609.0,1888.5371,111.46299,0.0019579036,0.05,0.011111111,0.01,1e-04,0.2
616.0,1888.5352,111.46445,0.0019581646,0.05,0.011111111,0.01,1e-04,0.2
623.0,1888.534,111.46591,0.001958406,0.05,0.011111111,0.01,1e-04,0.2
630.0,1888.5348,111.46732,0.0019586307,0.05,0.011111111,0.01,1e-04,0.2
637.0,1888.5314,111.46845,0.0019588412,0.05,0.011111111,0.01,1e-04,0.2
644.0,1888.5304,111.46958,0.0019590366,0.05,0.011111111,0.01,1e-04,0.2
651.0,1888.5292,111.47066,0.001959218,0.05,0.011111111,0.01,1e-04,0.2
658.0,1888.5283,111.471664,0.001959387,0.05,0.011111111,0.01,1e-04,0.2
665.0,1888.5275,111.47255,0.0019595448,0.05,0.011111111,0.01,1e-04,0.2
672.0,1888.5275,111.473335,0.0019596943,0.05,0.011111111,0.01,1e-04,0.2
679.0,1888.5258,111.47418,0.0019598277,0.05,0.011111111,0.01,1e-04,0.2
686.0,1888.525,111.47493,0.0019599563,0.05,0.011111111,0.01,1e-04,0.2
693.0,1888.5243,111.47562,0.0019600734,0.05,0.011111111,0.01,1e-04,0.2
700.0,1888.5237,111.47626,0.0019601814,0.05,0.011111111,0.01,1e-04,0.2
707.0,1888.5231,111.47687,0.0019602862,0.05,0.011111111,0.01,1e-04,0.2
714.0,1888.5225,111.47743,0.0019603826,0.05,0.011111111,0.01,1e-04,0.2
721.0,1888.5221,111.47793,0.0019604708,0.05,0.011111111,0.01,1e-04,0.2
728.0,1888.5214,111.478424,0.0019605504,0.05,0.011111111,0.01,1e-04,0.2
735.0,1888.5215,111.47888,0.0019606296,0.05,0.011111111,0.01,1e-04,0.2
742.0,1888.5206,111.4794,0.0019607032,0.05,0.011111111,0.01,1e-04,0.2
749.0,1888.5201,111.479675,0.0019607686,0.05,0.011111111,0.01,1e-04,0.2
756.0,1888.5198,111.48005,0.0019608312,0.05,0.011111111,0.01,1e-04,0.2
763.0,1888.5195,111.48043,0.001960888,0.05,0.011111111,0.01,1e-04,0.2
770.0,1888.5192,111.48069,0.0019609432,0.05,0.011111111,0.01,1e-04,0.2
777.0,1888.5181,111.48096,0.0019609944,0.05,0.011111111,0.01,1e-04,0.2
784.0,1888.5187,111.48125,0.0019610403,0.05,0.011111111,0.01,1e-04,0.2
791.0,1888.5173,111.481476,0.0019610838,0.05,0.011111111,0.01,1e-04,0.2
798.0,1888.5181,111.481735,0.001961124,0.05,0.011111111,0.01,1e-04,0.2
805.0,1888.5178,111.48215,0.0019611618,0.05,0.011111111,0.01,1e-04,0.2
812.0,1888.5177,111.482155,0.0019611956,0.05,0.011111111,0.01,1e-04,0.2
819.0,1888.5176,111.48234,0.001961229,0.05,0.011111111,0.01,1e-04,0.2
