time,S,C,ε,γ,κ,β,θ,K
434.0,1482.0386,517.9613,0.0004777104,0.25,0.071428575,0.025,1e-04,0.5
441.0,1482.0386,517.9614,0.00047771062,0.25,0.071428575,0.025,1e-04,0.5
448.0,1482.0386,517.96136,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
455.0,1482.0386,517.9613,0.0004777104,0.25,0.071428575,0.025,1e-04,0.5
462.0,1482.0386,517.9614,0.00047771062,0.25,0.071428575,0.025,1e-04,0.5
469.0,1482.0386,517.96136,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
476.0,1482.0386,517.9613,0.0004777104,0.25,0.071428575,0.025,1e-04,0.5
483.0,1482.0386,517.9614,0.0004777106,0.25,0.071428575,0.025,1e-04,0.5
490.0,1482.0386,517.96136,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
497.0,1482.0386,517.9613,0.0004777104,0.25,0.071428575,0.025,1e-04,0.5
504.0,1482.0386,517.9614,0.0004777106,0.25,0.071428575,0.025,1e-04,0.5
511.0,1482.0386,517.96136,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
518.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
525.0,1482.0386,517.9614,0.00047771056,0.25,0.071428575,0.025,1e-04,0.5
532.0,1482.0386,517.96045,0.00047771123,0.25,0.071428575,0.025,1e-04,0.5
539.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
546.0,1482.0386,517.9614,0.00047771056,0.25,0.071428575,0.025,1e-04,0.5
553.0,1482.0386,517.9605,0.0004777112,0.25,0.071428575,0.025,1e-04,0.5
560.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
567.0,1482.0386,517.9614,0.00047771054,0.25,0.071428575,0.025,1e-04,0.5
574.0,1482.0386,517.9605,0.00047771115,0.25,0.071428575,0.025,1e-04,0.5
581.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
588.0,1482.0386,517.9614,0.00047771054,0.25,0.071428575,0.025,1e-04,0.5
595.0,1482.0386,517.9606,0.00047771112,0.25,0.071428575,0.025,1e-04,0.5
602.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
609.0,1482.0386,517.9614,0.00047771054,0.25,0.071428575,0.025,1e-04,0.5
616.0,1482.0386,517.9606,0.0004777111,0.25,0.071428575,0.025,1e-04,0.5
623.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
630.0,1482.0386,517.9614,0.0004777105,0.25,0.071428575,0.025,1e-04,0.5
637.0,1482.0386,517.96063,0.00047771103,0.25,0.071428575,0.025,1e-04,0.5
644.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
651.0,1482.0386,517.9614,0.0004777105,0.25,0.071428575,0.025,1e-04,0.5
658.0,1482.0386,517.96063,0.000477711,0.25,0.071428575,0.025,1e-04,0.5
665.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
672.0,1482.0386,517.9614,0.00047771048,0.25,0.071428575,0.025,1e-04,0.5
679.0,1482.0386,517.9607,0.00047771097,0.25,0.071428575,0.025,1e-04,0.5
686.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
693.0,1482.0386,517.9614,0.00047771048,0.25,0.071428575,0.025,1e-04,0.5
700.0,1482.0386,517.9607,0.00047771094,0.25,0.071428575,0.025,1e-04,0.5
707.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
714.0,1482.0386,517.9614,0.00047771048,0.25,0.071428575,0.025,1e-04,0.5
721.0,1482.0386,517.9607,0.0004777109,0.25,0.071428575,0.025,1e-04,0.5
728.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
735.0,1482.0386,517.9614,0.00047771045,0.25,0.071428575,0.025,1e-04,0.5
742.0,1482.0386,517.96075,0.00047771088,0.25,0.071428575,0.025,1e-04,0.5
749.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
756.0,1482.0386,517.9614,0.00047771045,0.25,0.071428575,0.025,1e-04,0.5
763.0,1482.0386,517.96075,0.00047771083,0.25,0.071428575,0.025,1e-04,0.5
770.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
777.0,1482.0386,517.9614,0.00047771045,0.25,0.071428575,0.025,1e-04,0.5
784.0,1482.0386,517.9608,0.00047771083,0.25,0.071428575,0.025,1e-04,0.5
791.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
798.0,1482.0386,517.9614,0.00047771045,0.25,0.071428575,0.025,1e-04,0.5
805.0,1482.0386,517.9608,0.0004777108,0.25,0.071428575,0.025,1e-04,0.5
812.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
819.0,1482.0386,517.9614,0.00047771042,0.25,0.071428575,0.025,1e-04,0.5
826.0,1482.0386,517.9609,0.00047771077,0.25,0.071428575,0.025,1e-04,0.5
833.0,1482.0386,517.9613,0.00047771036,0.25,0.071428575,0.025,1e-04,0.5
840.0,1482.0386,517.9614,0.00047771042,0.25,0.071428575,0.025,1e-04,0.5
847.0,1482.0386,517.9609,0.00047771074,0.25,0.071428575,0.025,1e-04,0.5
854.0,1482.0386,517.96136,0.0004777113,0.25,0.071428575,0.025,1e-04,0.5
861.0,1482.0386,517.9614,0.00047771042,0.25,0.071428575,0.025,1e-04,0.5
868.0,1482.0386,517.9609,0.0004777107,0.25,0.071428575,0.025,1e-04,0.5
875.0,1482.0386,517.96136,0.00047771123,0.25,0.071428575,0.025,1e-04,0.5
882.0,1482.0386,517.9614,0.00047771042,0.25,0.071428575,0.025,1e-04,0.5
889.0,1482.0386,517.96094,0.00047771068,0.25,0.071428575,0.025,1e-04,0.5
896.0,1482.0386,517.96136,0.0004777112,0.25,0.071428575,0.025,1e-04,0.5
903.0,1482.0386,517.9614,0.00047771042,0.25,0.071428575,0.025,1e-04,0.5
910.0,1482.0386,517.96106,0.0004777106,0.25,0.071428575,0.025,1e-04,0.5
0.0,1834.0,166.0,1e-04,0.25,0.071428575,0.025,0.001,0.2
7.0,1511.3918,488.60828,0.0027566508,0.25,0.071428575,0.025,0.001,0.2
14.0,1469.9813,530.01776,0.004776634,0.25,0.071428575,0.025,0.001,0.2
21.0,1460.0692,539.93066,0.006052076,0.25,0.071428575,0.025,0.001,0.2
28.0,1455.4813,544.5189,0.0068418216,0.25,0.071428575,0.025,0.001,0.2
35.0,1452.8079,547.1924,0.0073293275,0.25,0.071428575,0.025,0.001,0.2
42.0,1451.1774,548.8226,0.0076300846,0.25,0.071428575,0.025,0.001,0.2
49.0,1450.1771,549.8231,0.0078155985,0.25,0.071428575,0.025,0.001,0.2
56.0,1449.5603,550.4395,0.007930017,0.25,0.071428575,0.025,0.001,0.2
63.0,1449.1787,550.8206,0.008000578,0.25,0.071428575,0.025,0.001,0.2
70.0,1448.9464,551.05383,0.008044105,0.25,0.071428575,0.025,0.001,0.2
77.0,1448.8025,551.19885,0.008070947,0.25,0.071428575,0.025,0.001,0.2
84.0,1448.7128,551.28705,0.0080874935,0.25,0.071428575,0.025,0.001,0.2
91.0,1448.6584,551.3421,0.008097708,0.25,0.071428575,0.025,0.001,0.2
98.0,1448.6251,551.3749,0.008103996,0.25,0.071428575,0.025,0.001,0.2
105.0,1448.6033,551.3967,0.008107879,0.25,0.071428575,0.025,0.001,0.2
112.0,1448.5906,551.4097,0.008110269,0.25,0.071428575,0.025,0.001,0.2
119.0,1448.5823,551.41754,0.008111749,0.25,0.071428575,0.025,0.001,0.2
126.0,1448.5776,551.4224,0.008112661,0.25,0.071428575,0.025,0.001,0.2
133.0,1448.5745,551.4253,0.008113214,0.25,0.071428575,0.025,0.001,0.2
140.0,1448.5728,551.42737,0.008113568,0.25,0.071428575,0.025,0.001,0.2
147.0,1448.5712,551.42847,0.008113783,0.25,0.071428575,0.025,0.001,0.2
154.0,1448.574,551.4284,0.0081139,0.25,0.071428575,0.025,0.001,0.2
161.0,1448.5703,551.4296,0.008113995,0.25,0.071428575,0.025,0.001,0.2
168.0,1448.5701,551.43024,0.008114048,0.25,0.071428575,0.025,0.001,0.2
175.0,1448.5698,551.4301,0.008114075,0.25,0.071428575,0.025,0.001,0.2
182.0,1448.5698,551.4297,0.008114092,0.25,0.071428575,0.025,0.001,0.2
189.0,1448.5697,551.43024,0.008114107,0.25,0.071428575,0.025,0.001,0.2
196.0,1448.571,551.4303,0.008114115,0.25,0.071428575,0.025,0.001,0.2
203.0,1448.5717,551.43024,0.008114119,0.25,0.071428575,0.025,0.001,0.2
210.0,1448.5697,551.43024,0.008114107,0.25,0.071428575,0.025,0.001,0.2
217.0,1448.5697,551.43036,0.008114112,0.25,0.071428575,0.025,0.001,0.2
224.0,1448.5698,551.43024,0.008114123,0.25,0.071428575,0.025,0.001,0.2
231.0,1448.5697,551.4303,0.008114123,0.25,0.071428575,0.025,0.001,0.2
238.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
245.0,1448.5697,551.43036,0.008114123,0.25,0.071428575,0.025,0.001,0.2
252.0,1448.5697,551.4312,0.008114124,0.25,0.071428575,0.025,0.001,0.2
259.0,1448.5697,551.43066,0.008114125,0.25,0.071428575,0.025,0.001,0.2
266.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
273.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
280.0,1448.5697,551.4308,0.008114125,0.25,0.071428575,0.025,0.001,0.2
287.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
294.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
301.0,1448.5697,551.43097,0.008114125,0.25,0.071428575,0.025,0.001,0.2
308.0,1448.5697,551.43054,0.008114124,0.25,0.071428575,0.025,0.001,0.2
315.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
322.0,1448.5697,551.4311,0.008114125,0.25,0.071428575,0.025,0.001,0.2
329.0,1448.5697,551.4306,0.008114125,0.25,0.071428575,0.025,0.001,0.2
336.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
343.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
350.0,1448.5697,551.4307,0.008114125,0.25,0.071428575,0.025,0.001,0.2
357.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
364.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
371.0,1448.5697,551.43085,0.008114125,0.25,0.071428575,0.025,0.001,0.2
378.0,1448.5697,551.4305,0.008114124,0.25,0.071428575,0.025,0.001,0.2
385.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
392.0,1448.5697,551.431,0.008114125,0.25,0.071428575,0.025,0.001,0.2
399.0,1448.5697,551.43054,0.008114125,0.25,0.071428575,0.025,0.001,0.2
406.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
413.0,1448.5696,551.43115,0.008114125,0.25,0.071428575,0.025,0.001,0.2
420.0,1448.5697,551.43066,0.008114125,0.25,0.071428575,0.025,0.001,0.2
427.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
434.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
441.0,1448.5697,551.4308,0.008114125,0.25,0.071428575,0.025,0.001,0.2
448.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
455.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
462.0,1448.5697,551.43097,0.008114125,0.25,0.071428575,0.025,0.001,0.2
469.0,1448.5697,551.43054,0.008114124,0.25,0.071428575,0.025,0.001,0.2
476.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
483.0,1448.5697,551.4311,0.008114125,0.25,0.071428575,0.025,0.001,0.2
490.0,1448.5697,551.4306,0.008114125,0.25,0.071428575,0.025,0.001,0.2
497.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
504.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
511.0,1448.5697,551.4307,0.008114125,0.25,0.071428575,0.025,0.001,0.2
518.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
525.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
532.0,1448.5697,551.43085,0.008114125,0.25,0.071428575,0.025,0.001,0.2
539.0,1448.5697,551.4305,0.008114124,0.25,0.071428575,0.025,0.001,0.2
546.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
553.0,1448.5697,551.431,0.008114125,0.25,0.071428575,0.025,0.001,0.2
560.0,1448.5697,551.43054,0.008114125,0.25,0.071428575,0.025,0.001,0.2
567.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
574.0,1448.5696,551.43115,0.008114125,0.25,0.071428575,0.025,0.001,0.2
581.0,1448.5697,551.43066,0.008114125,0.25,0.071428575,0.025,0.001,0.2
588.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
595.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
602.0,1448.5697,551.4308,0.008114125,0.25,0.071428575,0.025,0.001,0.2
609.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
616.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
623.0,1448.5697,551.43097,0.008114125,0.25,0.071428575,0.025,0.001,0.2
630.0,1448.5697,551.43054,0.008114124,0.25,0.071428575,0.025,0.001,0.2
637.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
644.0,1448.5697,551.4311,0.008114125,0.25,0.071428575,0.025,0.001,0.2
651.0,1448.5697,551.4306,0.008114125,0.25,0.071428575,0.025,0.001,0.2
658.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
665.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
672.0,1448.5697,551.4307,0.008114125,0.25,0.071428575,0.025,0.001,0.2
679.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
686.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
693.0,1448.5697,551.43085,0.008114125,0.25,0.071428575,0.025,0.001,0.2
700.0,1448.5697,551.4305,0.008114124,0.25,0.071428575,0.025,0.001,0.2
707.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
714.0,1448.5697,551.431,0.008114125,0.25,0.071428575,0.025,0.001,0.2
721.0,1448.5697,551.43054,0.008114125,0.25,0.071428575,0.025,0.001,0.2
728.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
735.0,1448.5696,551.43115,0.008114125,0.25,0.071428575,0.025,0.001,0.2
742.0,1448.5697,551.43066,0.008114125,0.25,0.071428575,0.025,0.001,0.2
749.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
756.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
763.0,1448.5697,551.4308,0.008114125,0.25,0.071428575,0.025,0.001,0.2
770.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
777.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
784.0,1448.5697,551.43097,0.008114125,0.25,0.071428575,0.025,0.001,0.2
791.0,1448.5697,551.43054,0.008114124,0.25,0.071428575,0.025,0.001,0.2
798.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
805.0,1448.5697,551.4311,0.008114125,0.25,0.071428575,0.025,0.001,0.2
812.0,1448.5697,551.4306,0.008114125,0.25,0.071428575,0.025,0.001,0.2
819.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
826.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
833.0,1448.5697,551.4307,0.008114125,0.25,0.071428575,0.025,0.001,0.2
840.0,1448.5697,551.4304,0.008114124,0.25,0.071428575,0.025,0.001,0.2
847.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
854.0,1448.5697,551.43085,0.008114125,0.25,0.071428575,0.025,0.001,0.2
861.0,1448.5697,551.4305,0.008114124,0.25,0.071428575,0.025,0.001,0.2
868.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
875.0,1448.5697,551.431,0.008114125,0.25,0.071428575,0.025,0.001,0.2
882.0,1448.5697,551.43054,0.008114125,0.25,0.071428575,0.025,0.001,0.2
889.0,1448.5697,551.43036,0.008114124,0.25,0.071428575,0.025,0.001,0.2
896.0,1448.5696,551.43115,0.008114125,0.25,0.071428575,0.025,0.001,0.2
903.0,1448.5697,551.43066,0.008114125,0.25,0.071428575,0.025,0.001,0.2
910.0,1448.5698,551.4305,0.008114124,0.25,0.071428575,0.025,0.001,0.2
0.0,1834.0,166.0,1e-04,0.25,0.071428575,0.025,0.001,0.5
7.0,1514.795,485.20505,0.0015972748,0.25,0.071428575,0.025,0.001,0.5
14.0,1477.2163,522.78394,0.0028319166,0.25,0.071428575,0.025,0.001,0.5
21.0,1469.8544,530.1455,0.0036198546,0.25,0.071428575,0.025,0.001,0.5
28.0,1466.8569,533.14343,0.0041082795,0.25,0.071428575,0.025,0.001,0.5
35.0,1465.1616,534.8405,0.0044096964,0.25,0.071428575,0.025,0.001,0.5
42.0,1464.1315,535.8686,0.0045955656,0.25,0.071428575,0.025,0.001,0.5
49.0,1463.4993,536.50073,0.0047101653,0.25,0.071428575,0.025,0.001,0.5
56.0,1463.1115,536.89026,0.0047808182,0.25,0.071428575,0.025,0.001,0.5
63.0,1462.87,537.12976,0.0048243767,0.25,0.071428575,0.025,0.001,0.5
70.0,1462.7216,537.278,0.0048512323,0.25,0.071428575,0.025,0.001,0.5
77.0,1462.6312,537.36865,0.0048677865,0.25,0.071428575,0.025,0.001,0.5
84.0,1462.5731,537.42456,0.0048779976,0.25,0.071428575,0.025,0.001,0.5
91.0,1462.5404,537.4595,0.0048842845,0.25,0.071428575,0.025,0.001,0.5
98.0,1462.5181,537.4814,0.0048881685,0.25,0.071428575,0.025,0.001,0.5
105.0,1462.5061,537.4939,0.004890555,0.25,0.071428575,0.025,0.001,0.5
112.0,1462.4972,537.5017,0.0048920307,0.25,0.071428575,0.025,0.001,0.5
119.0,1462.4905,537.5077,0.004892942,0.25,0.071428575,0.025,0.001,0.5
126.0,1462.49,537.5102,0.004893498,0.25,0.071428575,0.025,0.001,0.5
133.0,1462.4878,537.5121,0.004893847,0.25,0.071428575,0.025,0.001,0.5
140.0,1462.4867,537.5133,0.004894057,0.25,0.071428575,0.025,0.001,0.5
147.0,1462.486,537.514,0.004894184,0.25,0.071428575,0.025,0.001,0.5
154.0,1462.4855,537.5144,0.0048942687,0.25,0.071428575,0.025,0.001,0.5
161.0,1462.4851,537.5145,0.0048943185,0.25,0.071428575,0.025,0.001,0.5
168.0,1462.4851,537.51483,0.0048943474,0.25,0.071428575,0.025,0.001,0.5
175.0,1462.4852,537.515,0.0048943684,0.25,0.071428575,0.025,0.001,0.5
182.0,1462.485,537.515,0.004894381,0.25,0.071428575,0.025,0.001,0.5
189.0,1462.4849,537.51495,0.0048943874,0.25,0.071428575,0.025,0.001,0.5
196.0,1462.4849,537.515,0.0048944033,0.25,0.071428575,0.025,0.001,0.5
203.0,1462.4849,537.51514,0.004894393,0.25,0.071428575,0.025,0.001,0.5
210.0,1462.4849,537.5151,0.004894406,0.25,0.071428575,0.025,0.001,0.5
217.0,1462.4849,537.51514,0.0048943963,0.25,0.071428575,0.025,0.001,0.5
224.0,1462.4849,537.51526,0.0048943968,0.25,0.071428575,0.025,0.001,0.5
231.0,1462.4849,537.5151,0.0048943977,0.25,0.071428575,0.025,0.001,0.5
238.0,1462.4849,537.51514,0.004894397,0.25,0.071428575,0.025,0.001,0.5
245.0,1462.4849,537.51514,0.004894398,0.25,0.071428575,0.025,0.001,0.5
252.0,1462.4849,537.51514,0.0048943986,0.25,0.071428575,0.025,0.001,0.5
259.0,1462.485,537.51514,0.004894399,0.25,0.071428575,0.025,0.001,0.5
266.0,1462.4847,537.5151,0.004894399,0.25,0.071428575,0.025,0.001,0.5
273.0,1462.4847,537.5151,0.004894399,0.25,0.071428575,0.025,0.001,0.5
280.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
287.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
294.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
301.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
308.0,1462.4855,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
315.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
322.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
329.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
336.0,1462.4852,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
343.0,1462.4846,537.5152,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
350.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
357.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
364.0,1462.485,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
371.0,1462.4846,537.5152,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
378.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
385.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
392.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
399.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
406.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
413.0,1462.4865,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
420.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
427.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
434.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
441.0,1462.486,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
448.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
455.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
462.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
469.0,1462.4855,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
476.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
483.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
490.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
497.0,1462.4852,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
504.0,1462.4846,537.5152,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
511.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
518.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
525.0,1462.4851,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
532.0,1462.4846,537.5152,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
539.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
546.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
553.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
560.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
567.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
574.0,1462.4865,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
581.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
588.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
595.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
602.0,1462.486,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
609.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
616.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
623.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
630.0,1462.4856,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
637.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
644.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
651.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
658.0,1462.4852,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
665.0,1462.4846,537.5152,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
672.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
679.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
686.0,1462.4851,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
693.0,1462.4846,537.5152,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
700.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
707.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
714.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
721.0,1462.4846,537.5152,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
728.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
735.0,1462.4866,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
742.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
749.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
756.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
763.0,1462.486,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
770.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
777.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
784.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
791.0,1462.4856,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
798.0,1462.4847,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
805.0,1462.4849,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
812.0,1462.4849,537.51514,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
819.0,1462.4854,537.5151,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
826.0,1462.4846,537.5152,0.0048943995,0.25,0.071428575,0.025,0.001,0.5
